Text,"Image"
urn:cts:greekLit:tlg5026.msAext.hmt:11.1,"urn:cite:hmt:vaimg.VA138RN-0310@0.8156,0.4895,0.0621,0.0195"
urn:cts:greekLit:tlg5026.msAext.hmt:11.2,"urn:cite:hmt:vaimg.VA138RN-0310@0.8096,0.6414,0.0772,0.0241"
urn:cts:greekLit:tlg5026.msAext.hmt:11.3,"urn:cite:hmt:vaimg.VA138VN-0640@0.104,0.4887,0.052,0.018"
urn:cts:greekLit:tlg5026.msAext.hmt:11.4,"urn:cite:hmt:vaimg.VA139RN-0311@0.8577,0.2414,0.0421,0.0173"
urn:cts:greekLit:tlg5026.msAext.hmt:11.5,"urn:cite:hmt:vaimg.VA139RN-0311@0.8557,0.4075,0.0411,0.0218"
urn:cts:greekLit:tlg5026.msAext.hmt:11.6,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.7,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.8,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.9,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.10,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.11,""
urn:cts:greekLit:tlg5026.msAext.hmt:11.12,""
Text,"Image"
urn:cts:greekLit:tlg5026.msAim.hmt:11.1,"urn:cite:hmt:vaimg.VA137VN-0639@0.4208,0.4361,0.0381,0.0346"
urn:cts:greekLit:tlg5026.msAim.hmt:11.2,"urn:cite:hmt:vaimg.VA137VN-0639@0.4148,0.6782,0.0491,0.0323"
urn:cts:greekLit:tlg5026.msAim.hmt:11.3,"urn:cite:hmt:vaimg.VA138RN-0310@0.5661,0.2406,0.0301,0.0195"
urn:cts:greekLit:tlg5026.msAim.hmt:11.4,"urn:cite:hmt:vaimg.VA138VN-0640@0.542,0.2117,0.37,0.0345"
urn:cts:greekLit:tlg5026.msAim.hmt:11.5,"urn:cite:hmt:vaimg.VA138VN-0640@0.426,0.2673,0.057,0.027"
urn:cts:greekLit:tlg5026.msAim.hmt:11.6,"urn:cite:hmt:vaimg.VA138VN-0640@0.425,0.3086,0.047,0.045"
urn:cts:greekLit:tlg5026.msAim.hmt:11.7,"urn:cite:hmt:vaimg.VA138VN-0640@0.429,0.3498,0.049,0.03"
urn:cts:greekLit:tlg5026.msAim.hmt:11.8,"urn:cite:hmt:vaimg.VA138VN-0640@0.431,0.6396,0.05,0.0833"
urn:cts:greekLit:tlg5026.msAim.hmt:11.9,"urn:cite:hmt:vaimg.VA139RN-0311@0.5691,0.497,0.0601,0.0173"
urn:cts:greekLit:tlg5026.msAim.hmt:11.10,"urn:cite:hmt:vaimg.VA139RN-0311@0.5942,0.5143,0.0591,0.0233"
urn:cts:greekLit:tlg5026.msAim.hmt:11.11,"urn:cite:hmt:vaimg.VA139RN-0311@0.6062,0.5361,0.0882,0.0165"
urn:cts:greekLit:tlg5026.msAim.hmt:11.12,"urn:cite:hmt:vaimg.VA139VN-0641@0.4118,0.291,0.0631,0.0602"
urn:cts:greekLit:tlg5026.msAim.hmt:11.13,"urn:cite:hmt:vaimg.VA139VN-0641@0.4248,0.5135,0.0481,0.0226"
