Text,Image
urn:cts:greekLit:tlg0012.tlg001.msA:11.192,"urn:cite:hmt:vaimg.VA141RN-0313@0.166,0.509,0.393,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.193,"urn:cite:hmt:vaimg.VA141RN-0313@0.168,0.53,0.42,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.194,"urn:cite:hmt:vaimg.VA141RN-0313@0.167,0.5473,0.407,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.195,"urn:cite:hmt:vaimg.VA141RN-0313@0.166,0.5631,0.431,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.196,"urn:cite:hmt:vaimg.VA141RN-0313@0.172,0.5841,0.37,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.197,"urn:cite:hmt:vaimg.VA141RN-0313@0.168,0.6014,0.396,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.198,"urn:cite:hmt:vaimg.VA141RN-0313@0.17,0.6216,0.408,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.199,"urn:cite:hmt:vaimg.VA141RN-0313@0.167,0.6419,0.42,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.200,"urn:cite:hmt:vaimg.VA141RN-0313@0.157,0.6599,0.408,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.201,"urn:cite:hmt:vaimg.VA141VN-0643@0.498,0.2267,0.4,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.202,"urn:cite:hmt:vaimg.VA141VN-0643@0.499,0.2492,0.404,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.203,"urn:cite:hmt:vaimg.VA141VN-0643@0.498,0.2665,0.416,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.204,"urn:cite:hmt:vaimg.VA141VN-0643@0.499,0.286,0.393,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.205,"urn:cite:hmt:vaimg.VA141VN-0643@0.503,0.3033,0.381,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.206,"urn:cite:hmt:vaimg.VA141VN-0643@0.502,0.3213,0.375,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.207,"urn:cite:hmt:vaimg.VA141VN-0643@0.5,0.3401,0.395,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.208,"urn:cite:hmt:vaimg.VA141VN-0643@0.505,0.3619,0.375,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.209,"urn:cite:hmt:vaimg.VA141VN-0643@0.506,0.3806,0.379,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.210,"urn:cite:hmt:vaimg.VA141VN-0643@0.504,0.3986,0.403,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.211,"urn:cite:hmt:vaimg.VA141VN-0643@0.503,0.4174,0.393,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.212,"urn:cite:hmt:vaimg.VA141VN-0643@0.505,0.4362,0.414,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.213,"urn:cite:hmt:vaimg.VA141VN-0643@0.503,0.4535,0.415,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.214,"urn:cite:hmt:vaimg.VA141VN-0643@0.5,0.4745,0.39,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.215,"urn:cite:hmt:vaimg.VA141VN-0643@0.505,0.4925,0.389,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.216,"urn:cite:hmt:vaimg.VA141VN-0643@0.498,0.5128,0.423,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:11.217,"urn:cite:hmt:vaimg.VA141VN-0643@0.496,0.5308,0.438,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.218,"urn:cite:hmt:vaimg.VA141VN-0643@0.5,0.5503,0.397,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.219,"urn:cite:hmt:vaimg.VA141VN-0643@0.498,0.5683,0.413,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.220,"urn:cite:hmt:vaimg.VA141VN-0643@0.5,0.5871,0.376,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.221,"urn:cite:hmt:vaimg.VA141VN-0643@0.496,0.6059,0.379,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.222,"urn:cite:hmt:vaimg.VA141VN-0643@0.496,0.6246,0.431,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.223,"urn:cite:hmt:vaimg.VA141VN-0643@0.496,0.6441,0.423,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.224,"urn:cite:hmt:vaimg.VA141VN-0643@0.494,0.6607,0.412,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.225,"urn:cite:hmt:vaimg.VA141VN-0643@0.494,0.6809,0.384,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.226,"urn:cite:hmt:vaimg.VA142RN-0314@0.169,0.205,0.4,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:11.227,"urn:cite:hmt:vaimg.VA142RN-0314@0.167,0.2282,0.404,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.228,"urn:cite:hmt:vaimg.VA142RN-0314@0.164,0.2432,0.404,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.229,"urn:cite:hmt:vaimg.VA142RN-0314@0.167,0.2635,0.412,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.230,"urn:cite:hmt:vaimg.VA142RN-0314@0.164,0.2823,0.35,0.0195"
urn:cts:greekLit:tlg0012.tlg001.msA:11.231,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.2995,0.412,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.232,"urn:cite:hmt:vaimg.VA142RN-0314@0.161,0.3198,0.379,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.233,"urn:cite:hmt:vaimg.VA142RN-0314@0.165,0.3386,0.404,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.234,"urn:cite:hmt:vaimg.VA142RN-0314@0.165,0.3574,0.409,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.235,"urn:cite:hmt:vaimg.VA142RN-0314@0.163,0.3761,0.399,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.236,"urn:cite:hmt:vaimg.VA142RN-0314@0.164,0.3971,0.397,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.237,"urn:cite:hmt:vaimg.VA142RN-0314@0.162,0.4152,0.409,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.238,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.4339,0.411,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.239,"urn:cite:hmt:vaimg.VA142RN-0314@0.159,0.4512,0.401,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.240,"urn:cite:hmt:vaimg.VA142RN-0314@0.162,0.4707,0.406,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.241,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.4887,0.409,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.242,"urn:cite:hmt:vaimg.VA142RN-0314@0.163,0.5105,0.413,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.243,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.5285,0.383,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.244,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.5495,0.425,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msA:11.245,"urn:cite:hmt:vaimg.VA142RN-0314@0.158,0.5676,0.414,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.246,"urn:cite:hmt:vaimg.VA142RN-0314@0.16,0.5871,0.391,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.247,"urn:cite:hmt:vaimg.VA142RN-0314@0.159,0.6051,0.405,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.248,"urn:cite:hmt:vaimg.VA142RN-0314@0.155,0.6231,0.424,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.249,"urn:cite:hmt:vaimg.VA142RN-0314@0.152,0.6411,0.434,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.250,"urn:cite:hmt:vaimg.VA142RN-0314@0.151,0.6614,0.405,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.251,"urn:cite:hmt:vaimg.VA142VN-0644@0.497,0.2305,0.403,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.252,"urn:cite:hmt:vaimg.VA142VN-0644@0.498,0.2523,0.421,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.253,"urn:cite:hmt:vaimg.VA142VN-0644@0.496,0.271,0.373,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.254,"urn:cite:hmt:vaimg.VA142VN-0644@0.5,0.2905,0.414,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:11.255,"urn:cite:hmt:vaimg.VA142VN-0644@0.496,0.3078,0.384,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:11.256,"urn:cite:hmt:vaimg.VA142VN-0644@0.498,0.3251,0.395,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.257,"urn:cite:hmt:vaimg.VA142VN-0644@0.496,0.3453,0.377,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.258,"urn:cite:hmt:vaimg.VA142VN-0644@0.496,0.3619,0.41,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.259,"urn:cite:hmt:vaimg.VA142VN-0644@0.5,0.3829,0.422,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.260,"urn:cite:hmt:vaimg.VA142VN-0644@0.496,0.4017,0.346,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.261,"urn:cite:hmt:vaimg.VA142VN-0644@0.502,0.4174,0.425,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.262,"urn:cite:hmt:vaimg.VA142VN-0644@0.497,0.4369,0.398,0.021"
urn:cts:greekLit:tlg0012.tlg001.msA:11.263,"urn:cite:hmt:vaimg.VA142VN-0644@0.495,0.455,0.425,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.264,"urn:cite:hmt:vaimg.VA142VN-0644@0.491,0.4745,0.423,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.265,"urn:cite:hmt:vaimg.VA142VN-0644@0.491,0.4932,0.408,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.266,"urn:cite:hmt:vaimg.VA142VN-0644@0.487,0.5128,0.423,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.267,"urn:cite:hmt:vaimg.VA142VN-0644@0.499,0.5293,0.433,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.268,"urn:cite:hmt:vaimg.VA142VN-0644@0.493,0.5495,0.396,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.269,"urn:cite:hmt:vaimg.VA142VN-0644@0.492,0.5683,0.431,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.270,"urn:cite:hmt:vaimg.VA142VN-0644@0.5,0.5893,0.393,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.271,"urn:cite:hmt:vaimg.VA142VN-0644@0.497,0.6059,0.404,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.272,"urn:cite:hmt:vaimg.VA142VN-0644@0.495,0.6246,0.373,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.273,"urn:cite:hmt:vaimg.VA142VN-0644@0.498,0.6441,0.396,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.274,"urn:cite:hmt:vaimg.VA142VN-0644@0.497,0.6622,0.431,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.275,"urn:cite:hmt:vaimg.VA142VN-0644@0.499,0.6802,0.364,0.03"
urn:cts:greekLit:tlg0012.tlg001.msA:11.276,"urn:cite:hmt:vaimg.VA143RN-0315@0.167,0.2095,0.381,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:11.277,"urn:cite:hmt:vaimg.VA143RN-0315@0.17,0.2305,0.395,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:11.278,"urn:cite:hmt:vaimg.VA143RN-0315@0.165,0.2485,0.414,0.036"
urn:cts:greekLit:tlg0012.tlg001.msA:11.279,"urn:cite:hmt:vaimg.VA143RN-0315@0.166,0.2673,0.354,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:11.280,"urn:cite:hmt:vaimg.VA143RN-0315@0.166,0.286,0.439,0.0345"
urn:cts:greekLit:tlg0012.tlg001.msA:11.281,"urn:cite:hmt:vaimg.VA143RN-0315@0.165,0.3041,0.429,0.036"
urn:cts:greekLit:tlg0012.tlg001.msA:11.282,"urn:cite:hmt:vaimg.VA143RN-0315@0.164,0.3228,0.406,0.033"
urn:cts:greekLit:tlg0012.tlg001.msA:11.283,"urn:cite:hmt:vaimg.VA143RN-0315@0.163,0.3476,0.428,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:11.284,"urn:cite:hmt:vaimg.VA143RN-0315@0.165,0.3634,0.423,0.036"
urn:cts:greekLit:tlg0012.tlg001.msA:11.285,"urn:cite:hmt:vaimg.VA143RN-0315@0.159,0.3836,0.434,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:11.286,"urn:cite:hmt:vaimg.VA143RN-0315@0.156,0.4032,0.434,0.0345"
urn:cts:greekLit:tlg0012.tlg001.msA:11.287,"urn:cite:hmt:vaimg.VA143RN-0315@0.159,0.4204,0.437,0.033"
urn:cts:greekLit:tlg0012.tlg001.msA:11.288,"urn:cite:hmt:vaimg.VA143RN-0315@0.156,0.4414,0.412,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:11.289,"urn:cite:hmt:vaimg.VA143RN-0315@0.157,0.461,0.444,0.0345"
urn:cts:greekLit:tlg0012.tlg001.msA:11.290,"urn:cite:hmt:vaimg.VA143RN-0315@0.154,0.479,0.446,0.0383"
urn:cts:greekLit:tlg0012.tlg001.msA:11.291,"urn:cite:hmt:vaimg.VA143RN-0315@0.154,0.497,0.412,0.0375"
urn:cts:greekLit:tlg0012.tlg001.msA:11.292,"urn:cite:hmt:vaimg.VA143RN-0315@0.147,0.5188,0.435,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:11.293,"urn:cite:hmt:vaimg.VA143RN-0315@0.151,0.5383,0.427,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:11.294,"urn:cite:hmt:vaimg.VA143RN-0315@0.153,0.5541,0.377,0.0345"
urn:cts:greekLit:tlg0012.tlg001.msA:11.295,"urn:cite:hmt:vaimg.VA143RN-0315@0.152,0.5736,0.418,0.042"
urn:cts:greekLit:tlg0012.tlg001.msA:11.296,"urn:cite:hmt:vaimg.VA143RN-0315@0.152,0.5938,0.424,0.042"
urn:cts:greekLit:tlg0012.tlg001.msA:11.297,"urn:cite:hmt:vaimg.VA143RN-0315@0.152,0.6134,0.381,0.0353"
urn:cts:greekLit:tlg0012.tlg001.msA:11.298,"urn:cite:hmt:vaimg.VA143RN-0315@0.152,0.6329,0.39,0.0338"
urn:cts:greekLit:tlg0012.tlg001.msA:11.299,"urn:cite:hmt:vaimg.VA143RN-0315@0.149,0.6502,0.42,0.0443"
urn:cts:greekLit:tlg0012.tlg001.msA:11.300,"urn:cite:hmt:vaimg.VA143RN-0315@0.144,0.6712,0.408,0.0405"
urn:cts:greekLit:tlg0012.tlg001.msA:11.301,"urn:cite:hmt:vaimg.VA143VN-0645@0.504,0.2342,0.395,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.302,"urn:cite:hmt:vaimg.VA143VN-0645@0.508,0.256,0.4,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.303,"urn:cite:hmt:vaimg.VA143VN-0645@0.506,0.2748,0.4,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.304,"urn:cite:hmt:vaimg.VA143VN-0645@0.507,0.2905,0.409,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.305,"urn:cite:hmt:vaimg.VA143VN-0645@0.509,0.3108,0.396,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.306,"urn:cite:hmt:vaimg.VA143VN-0645@0.504,0.3296,0.376,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.307,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.3476,0.395,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.308,"urn:cite:hmt:vaimg.VA143VN-0645@0.511,0.3656,0.387,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.309,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.3866,0.429,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.310,"urn:cite:hmt:vaimg.VA143VN-0645@0.508,0.4047,0.411,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.311,"urn:cite:hmt:vaimg.VA143VN-0645@0.515,0.4264,0.365,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.312,"urn:cite:hmt:vaimg.VA143VN-0645@0.515,0.4414,0.377,0.03"
urn:cts:greekLit:tlg0012.tlg001.msA:11.313,"urn:cite:hmt:vaimg.VA143VN-0645@0.51,0.4625,0.402,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.314,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.4775,0.424,0.0323"
urn:cts:greekLit:tlg0012.tlg001.msA:11.315,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.5,0.38,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.316,"urn:cite:hmt:vaimg.VA143VN-0645@0.51,0.5143,0.416,0.0368"
urn:cts:greekLit:tlg0012.tlg001.msA:11.317,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.542,0.396,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:11.318,"urn:cite:hmt:vaimg.VA143VN-0645@0.512,0.5578,0.396,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.319,"urn:cite:hmt:vaimg.VA143VN-0645@0.513,0.5766,0.401,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.320,"urn:cite:hmt:vaimg.VA143VN-0645@0.513,0.5976,0.403,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.321,"urn:cite:hmt:vaimg.VA143VN-0645@0.514,0.6156,0.414,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.322,"urn:cite:hmt:vaimg.VA143VN-0645@0.516,0.6374,0.399,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.323,"urn:cite:hmt:vaimg.VA143VN-0645@0.522,0.6502,0.406,0.0315"
urn:cts:greekLit:tlg0012.tlg001.msA:11.324,"urn:cite:hmt:vaimg.VA143VN-0645@0.518,0.6734,0.405,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.325,"urn:cite:hmt:vaimg.VA143VN-0645@0.518,0.6937,0.38,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.326,"urn:cite:hmt:vaimg.VA144RN-0316@0.161,0.1989,0.416,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.327,"urn:cite:hmt:vaimg.VA144RN-0316@0.16,0.2252,0.389,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msA:11.328,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.2432,0.395,0.0188"
urn:cts:greekLit:tlg0012.tlg001.msA:11.329,"urn:cite:hmt:vaimg.VA144RN-0316@0.165,0.2613,0.395,0.0188"
urn:cts:greekLit:tlg0012.tlg001.msA:11.330,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.2778,0.376,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.331,"urn:cite:hmt:vaimg.VA144RN-0316@0.16,0.2973,0.369,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msA:11.332,"urn:cite:hmt:vaimg.VA144RN-0316@0.156,0.3168,0.4,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.333,"urn:cite:hmt:vaimg.VA144RN-0316@0.161,0.3333,0.391,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.334,"urn:cite:hmt:vaimg.VA144RN-0316@0.159,0.3551,0.423,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.335,"urn:cite:hmt:vaimg.VA144RN-0316@0.165,0.3739,0.432,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.336,"urn:cite:hmt:vaimg.VA144RN-0316@0.162,0.3919,0.396,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.337,"urn:cite:hmt:vaimg.VA144RN-0316@0.16,0.4137,0.392,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.338,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.4324,0.368,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.339,"urn:cite:hmt:vaimg.VA144RN-0316@0.162,0.452,0.383,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.340,"urn:cite:hmt:vaimg.VA144RN-0316@0.162,0.4715,0.384,0.0203"
urn:cts:greekLit:tlg0012.tlg001.msA:11.341,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.488,0.425,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.342,"urn:cite:hmt:vaimg.VA144RN-0316@0.161,0.5098,0.382,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.343,"urn:cite:hmt:vaimg.VA144RN-0316@0.169,0.5293,0.405,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.344,"urn:cite:hmt:vaimg.VA144RN-0316@0.167,0.5495,0.393,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.345,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.5691,0.38,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.346,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.5886,0.392,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.347,"urn:cite:hmt:vaimg.VA144RN-0316@0.164,0.6081,0.419,0.0225"
urn:cts:greekLit:tlg0012.tlg001.msA:11.348,"urn:cite:hmt:vaimg.VA144RN-0316@0.16,0.6269,0.394,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.349,"urn:cite:hmt:vaimg.VA144RN-0316@0.161,0.6456,0.428,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.350,"urn:cite:hmt:vaimg.VA144RN-0316@0.169,0.6644,0.46,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.351,"urn:cite:hmt:vaimg.VA144VN-0646@0.511,0.2207,0.425,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:11.352,"urn:cite:hmt:vaimg.VA144VN-0646@0.508,0.2462,0.417,0.0248"
urn:cts:greekLit:tlg0012.tlg001.msA:11.353,"urn:cite:hmt:vaimg.VA144VN-0646@0.509,0.2658,0.406,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.354,"urn:cite:hmt:vaimg.VA144VN-0646@0.51,0.2823,0.416,0.0278"
urn:cts:greekLit:tlg0012.tlg001.msA:11.355,"urn:cite:hmt:vaimg.VA144VN-0646@0.512,0.3018,0.372,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.356,"urn:cite:hmt:vaimg.VA144VN-0646@0.507,0.3198,0.378,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.357,"urn:cite:hmt:vaimg.VA144VN-0646@0.506,0.3386,0.393,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.358,"urn:cite:hmt:vaimg.VA144VN-0646@0.502,0.3559,0.382,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.359,"urn:cite:hmt:vaimg.VA144VN-0646@0.503,0.3769,0.397,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.360,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.3964,0.392,0.0285"
urn:cts:greekLit:tlg0012.tlg001.msA:11.361,"urn:cite:hmt:vaimg.VA144VN-0646@0.498,0.4144,0.401,0.03"
urn:cts:greekLit:tlg0012.tlg001.msA:11.362,"urn:cite:hmt:vaimg.VA144VN-0646@0.495,0.4317,0.362,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:11.363,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.4527,0.388,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.364,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.4715,0.366,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.365,"urn:cite:hmt:vaimg.VA144VN-0646@0.506,0.4902,0.378,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.366,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.5068,0.383,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.367,"urn:cite:hmt:vaimg.VA144VN-0646@0.509,0.5293,0.375,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.368,"urn:cite:hmt:vaimg.VA144VN-0646@0.499,0.5473,0.389,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.369,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.5698,0.386,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.370,"urn:cite:hmt:vaimg.VA144VN-0646@0.501,0.5878,0.38,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.371,"urn:cite:hmt:vaimg.VA144VN-0646@0.505,0.6074,0.395,0.0263"
urn:cts:greekLit:tlg0012.tlg001.msA:11.372,"urn:cite:hmt:vaimg.VA144VN-0646@0.505,0.6254,0.377,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.373,"urn:cite:hmt:vaimg.VA144VN-0646@0.505,0.6449,0.367,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.374,"urn:cite:hmt:vaimg.VA144VN-0646@0.509,0.6644,0.394,0.0293"
urn:cts:greekLit:tlg0012.tlg001.msA:11.375,"urn:cite:hmt:vaimg.VA144VN-0646@0.504,0.6824,0.408,0.0308"
urn:cts:greekLit:tlg0012.tlg001.msA:11.376,"urn:cite:hmt:vaimg.VA145RN-0317@0.16,0.202,0.424,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.377,"urn:cite:hmt:vaimg.VA145RN-0317@0.157,0.226,0.387,0.027"
urn:cts:greekLit:tlg0012.tlg001.msA:11.378,"urn:cite:hmt:vaimg.VA145RN-0317@0.157,0.2455,0.386,0.021"
urn:cts:greekLit:tlg0012.tlg001.msA:11.379,"urn:cite:hmt:vaimg.VA145RN-0317@0.158,0.2628,0.403,0.0218"
urn:cts:greekLit:tlg0012.tlg001.msA:11.380,"urn:cite:hmt:vaimg.VA145RN-0317@0.159,0.28,0.416,0.0233"
urn:cts:greekLit:tlg0012.tlg001.msA:11.381,"urn:cite:hmt:vaimg.VA145RN-0317@0.165,0.2988,0.406,0.024"
urn:cts:greekLit:tlg0012.tlg001.msA:11.382,"urn:cite:hmt:vaimg.VA145RN-0317@0.162,0.3183,0.407,0.0255"
urn:cts:greekLit:tlg0012.tlg001.msA:11.383,"urn:cite:hmt:vaimg.VA145RN-0317@0.161,0.3363,0.4,0.0248"
