Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:17.6,"urn:cite:hmt:vaimg.VA223VUVD-0942@0.362,0.5672,0.305,0.0255",urn:cite:hmt:msA.223v
urn:cts:greekLit:tlg5026.msAil.hmt:17.7,"urn:cite:hmt:vaimg.VA223VUVD-0942@0.228,0.6101,0.114,0.0263",urn:cite:hmt:msA.223v
urn:cts:greekLit:tlg5026.msAil.hmt:17.19,"urn:cite:hmt:vaimg.VA223VUVD-0942@0.611,0.456,0.083,0.0759",urn:cite:hmt:msA.223v
